match_id,version,start_time,ally_hero1,ally_hero2,ally_hero3,ally_hero4,enemy_team1,enemy_team2,enemy_team3,enemy_team4,enemy_team5,banned_hero1,banned_hero2,banned_hero3,banned_hero4,banned_hero5,banned_hero6,banned_hero7,banned_hero8,banned_hero9,banned_hero10,banned_hero11,banned_hero12,
409889773,20,1386194929,5,53,54,60,9,38,40,62,102,3,13,21,51,63,65,73,76,91,103,
2080584907,20,1452876602,22,98,109,111,30,65,67,75,80,8,18,53,62,72,74,88,89,91,106,
4187903012,21,1540571606,74,107,109,110,19,25,48,63,75,2,3,4,10,12,33,36,46,65,78,86,91,
76175646,20,1355166743,46,48,55,64,25,40,52,54,62,
3889445646,21,1526298401,23,67,100,102,33,37,51,80,95,15,47,52,53,60,62,69,72,77,81,91,106,
3455681996,21,1505930443,13,51,61,78,7,40,41,46,68,6,27,31,36,53,58,76,77,87,106,
536028045,20,1393176048,48,76,88,98,11,27,51,54,68,9,15,17,33,41,58,66,69,74,92,
1895756150,20,1445945656,11,51,62,69,30,55,68,80,106,8,28,31,50,61,72,77,85,88,100,
1198131437,20,1422591571,11,39,86,105,2,5,35,57,104,20,26,30,51,58,65,91,95,96,99,
3930016447,21,1527991223,36,41,91,106,21,37,43,93,94,2,4,12,51,52,53,66,71,77,80,88,104,
1527826057,20,1433478845,15,52,89,100,17,50,77,85,87,30,45,47,51,61,62,66,72,90,91,
135906523,20,1361819955,55,69,89,90,5,53,63,81,91,3,12,21,39,54,65,66,72,88,97,
148157932,20,1363198732,53,60,63,86,17,54,62,79,90,8,38,39,48,51,55,65,72,88,91,
733924147,20,1403378551,9,11,29,91,3,69,78,93,102,7,28,34,35,51,72,73,76,90,92,
382440856,20,1384369939,51,72,97,101,10,13,20,30,55,5,27,31,48,54,58,66,89,92,98,
899118441,20,1410802093,18,29,70,91,3,43,64,99,102,7,10,15,41,46,78,89,96,101,
1305556895,20,1425841400,11,12,78,86,6,20,21,65,92,2,17,26,35,39,50,61,66,91,95,
3457574969,21,1506014474,13,22,106,109,17,51,53,86,114,4,36,45,58,61,68,76,77,88,91,
3352104337,21,1501696708,12,38,41,88,2,6,58,71,94,13,17,46,49,53,55,60,61,68,74,
3548767455,21,1510070452,1,7,47,53,35,42,69,78,87,3,20,38,43,44,58,68,71,73,75,85,86,
2953035892,20,1485706555,28,44,90,106,2,18,43,52,101,8,11,14,50,63,65,79,80,91,104,
3355760651,21,1501866460,12,65,74,86,9,27,41,45,103,7,13,16,23,39,75,80,88,89,90,
4165227618,21,1539360454,6,7,34,45,56,73,83,96,110,10,12,19,22,25,33,61,63,75,91,92,109,
3046719189,20,1489160240,30,57,63,98,16,55,70,80,112,5,35,44,50,84,87,90,91,96,106,
1032328950,20,1416256652,13,53,103,106,33,40,43,93,101,1,20,29,44,47,69,78,89,90,91,
4247243752,21,1543591213,16,28,86,109,1,50,55,61,103,23,44,76,78,80,90,91,92,93,97,110,114,
2547598732,20,1470283554,16,65,73,91,54,55,71,89,103,2,8,28,32,59,62,66,68,70,111,
3327492335,20,1500654241,7,12,55,74,1,47,65,71,111,21,27,31,41,51,54,60,63,72,106,
3888578614,21,1526263448,28,72,77,90,16,47,93,101,112,23,26,52,57,60,69,80,87,89,92,102,106,
4063653342,21,1534473009,9,19,47,119,27,59,67,70,75,4,22,36,45,49,58,63,82,91,92,112,113,
610263617,20,1397494749,21,48,50,88,10,40,65,66,86,9,13,17,54,68,69,74,77,89,106,
2983122292,20,1486476192,13,20,84,94,2,28,39,70,86,6,8,44,46,48,55,66,80,97,106,
2775663298,20,1479030832,13,18,76,91,28,30,46,89,98,6,8,35,38,54,70,82,84,87,88,
993503071,20,1414701779,10,13,29,103,17,50,53,71,104,19,36,47,52,74,78,84,90,91,94,
1109206001,20,1419267620,60,87,103,109,20,64,84,89,96,1,13,15,22,43,77,78,91,93,101,
3172135818,20,1494529276,8,20,57,100,2,62,70,86,97,25,32,34,39,42,83,95,106,109,114,
2967735162,20,1486059646,51,79,106,109,28,54,65,75,80,8,11,14,20,48,55,66,84,88,91,
2768285349,20,1478765243,6,9,30,65,8,14,55,60,84,23,28,41,44,54,66,76,91,93,111,
1854924311,20,1444414185,40,68,89,100,50,60,69,86,106,1,11,21,39,51,55,61,73,82,91,
1553025805,20,1434308509,12,46,85,100,18,26,51,52,62,11,16,30,39,79,86,89,91,99,105,
388693538,16,1384698706,8,17,51,92,5,21,66,80,98,3,31,40,45,54,62,72,76,99,103,
2460871765,20,1466856174,10,29,30,43,55,69,70,73,87,8,20,32,45,54,62,63,98,103,107,
207347989,20,1369930830,21,53,72,92,1,66,80,86,97,8,13,38,39,46,54,55,65,73,91,
613149649,20,1397667945,9,86,103,106,3,17,27,55,77,48,51,65,69,74,83,88,89,92,96,
3352509754,21,1501725519,28,33,41,106,20,23,70,73,97,1,13,47,59,60,65,75,86,88,95,
3550862852,21,1510173313,7,17,48,53,16,41,43,68,78,1,3,6,18,38,39,47,51,60,71,86,112,
702215679,20,1401989862,30,53,77,78,58,63,83,97,99,9,13,27,49,55,65,69,74,86,93,
234007894,None,1372857585,54,55,76,86,16,21,63,80,92,13,17,53,58,65,66,67,73,88,91,
737927528,20,1403550962,41,65,78,101,7,11,23,68,69,33,34,38,46,47,75,77,82,86,91,
3745527313,21,1519222540,12,15,42,100,16,39,41,62,64,19,29,30,49,60,66,69,72,87,90,91,98,
529698566,20,1392836027,17,54,55,86,26,53,70,92,103,3,5,48,58,66,74,88,90,91,98,
3165923739,20,1494260996,34,77,91,96,25,87,95,97,114,13,32,33,39,46,54,74,83,102,106,
2311283171,20,1461311225,26,29,76,93,13,20,58,67,69,8,38,41,53,54,55,61,62,72,107,
352807549,20,1382296860,7,8,15,98,30,54,62,88,95,3,5,46,53,65,66,72,76,89,103,
218060901,20,1371067972,35,55,68,86,20,49,51,53,72,52,54,65,66,67,79,80,90,91,92,
2723014224,20,1476979464,17,48,79,98,10,38,41,103,111,6,8,16,29,34,55,70,74,76,90,
1213147343,20,1423110618,7,11,61,99,17,30,39,66,69,2,8,13,20,28,29,50,65,77,88,
3792813426,21,1521643063,23,30,80,102,3,43,57,72,107,15,17,19,48,58,65,66,76,86,103,111,119,
1109539172,20,1419279227,23,60,65,106,20,44,47,87,104,1,61,66,68,77,78,79,91,93,103,
881739785,20,1410108593,43,56,64,89,9,23,27,34,41,15,40,45,51,53,68,77,91,97,101,
99163230,20,1358101615,12,13,80,86,48,60,62,79,90,
380331315,20,1384206302,9,23,92,97,13,40,58,72,103,51,53,54,55,62,63,65,69,80,98,
210038938,20,1370198345,39,53,73,92,3,12,80,90,97,1,13,38,54,65,72,79,83,86,91,
247225140,20,1374257779,21,73,76,86,13,51,72,90,92,17,46,49,53,54,55,65,80,88,91,
4072509593,21,1534887572,9,34,36,86,6,20,63,72,85,4,17,19,42,58,61,70,75,88,91,103,119,
615876787,20,1397829621,3,9,13,46,42,65,68,76,92,6,16,27,50,54,58,77,83,89,106,
2930456403,20,1485026842,16,17,54,84,20,39,66,91,108,6,11,28,33,46,48,93,98,106,107,
1074664017,20,1417909024,13,44,91,98,1,15,29,57,84,6,20,31,40,53,68,77,78,101,103,
3184742091,18,1494950918,11,42,65,103,71,76,87,88,95,17,41,46,51,54,66,67,75,84,106,
515664437,20,1392144458,26,53,54,74,76,92,99,101,103,33,48,51,58,62,66,68,69,88,89,
2775816795,20,1479035099,6,9,51,91,2,44,76,79,88,8,38,46,48,54,58,62,82,84,85,
4244302437,21,1543426597,7,10,80,99,16,72,89,90,91,2,22,26,27,29,44,50,78,85,86,97,121,
391792704,20,1384888327,21,51,65,72,5,44,62,91,97,3,13,31,40,54,58,66,86,89,103,
2359544019,20,1463134526,2,15,89,91,18,39,50,80,86,6,28,38,49,53,62,66,69,73,110,
557249297,20,1394479149,34,40,53,69,13,65,67,86,92,3,17,49,50,54,58,68,74,77,93,
2107662815,20,1453869445,50,53,74,93,20,22,29,30,109,10,41,55,60,65,66,85,89,106,107,
1200635198,20,1422677819,2,19,91,99,8,30,71,76,98,11,17,29,50,65,68,77,83,94,95,
123045204,20,1360614503,3,48,55,88,39,53,54,85,90,13,33,58,61,65,66,72,80,91,97,
3856880792,21,1525013527,81,86,98,106,20,38,49,76,103,3,28,52,54,65,71,72,80,87,91,101,102,
1893339081,20,1445848276,3,9,19,28,22,72,91,100,112,11,18,21,39,55,69,82,85,97,106,
704626736,20,1402106294,19,74,91,97,15,31,69,83,96,34,51,55,58,63,65,66,77,78,99,
